"Country Name","Country Code","Indicator Name","Indicator Code",Attribute,1948M1,1948M2,1948M3,1948M4,1948M5,1948M6,1948M7,1948M8,1948M9,1948M10,1948M11,1948M12,1949M1,1949M2,1949M3,1949M4,1949M5,1949M6,1949M7,1949M8,1949M9,1949M10,1949M11,1949M12,1950M1,1950M2,1950M3,1950M4,1950M5,1950M6,1950M7,1950M8,1950M9,1950M10,1950M11,1950M12,1951M1,1951M2,1951M3,1951M4,1951M5,1951M6,1951M7,1951M8,1951M9,1951M10,1951M11,1951M12,1952M1,1952M2,1952M3,1952M4,1952M5,1952M6,1952M7,1952M8,1952M9,1952M10,1952M11,1952M12,1953M1,1953M2,1953M3,1953M4,1953M5,1953M6,1953M7,1953M8,1953M9,1953M10,1953M11,1953M12,1954M1,1954M2,1954M3,1954M4,1954M5,1954M6,1954M7,1954M8,1954M9,1954M10,1954M11,1954M12,1955M1,1955M2,1955M3,1955M4,1955M5,1955M6,1955M7,1955M8,1955M9,1955M10,1955M11,1955M12,1956M1,1956M2,1956M3,1956M4,1956M5,1956M6,1956M7,1956M8,1956M9,1956M10,1956M11,1956M12,1957M1,1957M2,1957M3,1957M4,1957M5,1957M6,1957M7,1957M8,1957M9,1957M10,1957M11,1957M12,1958M1,1958M2,1958M3,1958M4,1958M5,1958M6,1958M7,1958M8,1958M9,1958M10,1958M11,1958M12,1959M1,1959M2,1959M3,1959M4,1959M5,1959M6,1959M7,1959M8,1959M9,1959M10,1959M11,1959M12,1960M1,1960M2,1960M3,1960M4,1960M5,1960M6,1960M7,1960M8,1960M9,1960M10,1960M11,1960M12,1961M1,1961M2,1961M3,1961M4,1961M5,1961M6,1961M7,1961M8,1961M9,1961M10,1961M11,1961M12,1962M1,1962M2,1962M3,1962M4,1962M5,1962M6,1962M7,1962M8,1962M9,1962M10,1962M11,1962M12,1963M1,1963M2,1963M3,1963M4,1963M5,1963M6,1963M7,1963M8,1963M9,1963M10,1963M11,1963M12,1964M1,1964M2,1964M3,1964M4,1964M5,1964M6,1964M7,1964M8,1964M9,1964M10,1964M11,1964M12,1965M1,1965M2,1965M3,1965M4,1965M5,1965M6,1965M7,1965M8,1965M9,1965M10,1965M11,1965M12,1966M1,1966M2,1966M3,1966M4,1966M5,1966M6,1966M7,1966M8,1966M9,1966M10,1966M11,1966M12,1967M1,1967M2,1967M3,1967M4,1967M5,1967M6,1967M7,1967M8,1967M9,1967M10,1967M11,1967M12,1968M1,1968M2,1968M3,1968M4,1968M5,1968M6,1968M7,1968M8,1968M9,1968M10,1968M11,1968M12,1969M1,1969M2,1969M3,1969M4,1969M5,1969M6,1969M7,1969M8,1969M9,1969M10,1969M11,1969M12,1970M1,1970M2,1970M3,1970M4,1970M5,1970M6,1970M7,1970M8,1970M9,1970M10,1970M11,1970M12,1971M1,1971M2,1971M3,1971M4,1971M5,1971M6,1971M7,1971M8,1971M9,1971M10,1971M11,1971M12,1972M1,1972M2,1972M3,1972M4,1972M5,1972M6,1972M7,1972M8,1972M9,1972M10,1972M11,1972M12,1973M1,1973M2,1973M3,1973M4,1973M5,1973M6,1973M7,1973M8,1973M9,1973M10,1973M11,1973M12,1974M1,1974M2,1974M3,1974M4,1974M5,1974M6,1974M7,1974M8,1974M9,1974M10,1974M11,1974M12,1975M1,1975M2,1975M3,1975M4,1975M5,1975M6,1975M7,1975M8,1975M9,1975M10,1975M11,1975M12,1976M1,1976M2,1976M3,1976M4,1976M5,1976M6,1976M7,1976M8,1976M9,1976M10,1976M11,1976M12,1977M1,1977M2,1977M3,1977M4,1977M5,1977M6,1977M7,1977M8,1977M9,1977M10,1977M11,1977M12,1978M1,1978M2,1978M3,1978M4,1978M5,1978M6,1978M7,1978M8,1978M9,1978M10,1978M11,1978M12,1979M1,1979M2,1979M3,1979M4,1979M5,1979M6,1979M7,1979M8,1979M9,1979M10,1979M11,1979M12,1980M1,1980M2,1980M3,1980M4,1980M5,1980M6,1980M7,1980M8,1980M9,1980M10,1980M11,1980M12,1981M1,1981M2,1981M3,1981M4,1981M5,1981M6,1981M7,1981M8,1981M9,1981M10,1981M11,1981M12,1982M1,1982M2,1982M3,1982M4,1982M5,1982M6,1982M7,1982M8,1982M9,1982M10,1982M11,1982M12,1983M1,1983M2,1983M3,1983M4,1983M5,1983M6,1983M7,1983M8,1983M9,1983M10,1983M11,1983M12,1984M1,1984M2,1984M3,1984M4,1984M5,1984M6,1984M7,1984M8,1984M9,1984M10,1984M11,1984M12,1985M1,1985M2,1985M3,1985M4,1985M5,1985M6,1985M7,1985M8,1985M9,1985M10,1985M11,1985M12,1986M1,1986M2,1986M3,1986M4,1986M5,1986M6,1986M7,1986M8,1986M9,1986M10,1986M11,1986M12,1987M1,1987M2,1987M3,1987M4,1987M5,1987M6,1987M7,1987M8,1987M9,1987M10,1987M11,1987M12,1988M1,1988M2,1988M3,1988M4,1988M5,1988M6,1988M7,1988M8,1988M9,1988M10,1988M11,1988M12,1989M1,1989M2,1989M3,1989M4,1989M5,1989M6,1989M7,1989M8,1989M9,1989M10,1989M11,1989M12,1990M1,1990M2,1990M3,1990M4,1990M5,1990M6,1990M7,1990M8,1990M9,1990M10,1990M11,1990M12,1991M1,1991M2,1991M3,1991M4,1991M5,1991M6,1991M7,1991M8,1991M9,1991M10,1991M11,1991M12,1992M1,1992M2,1992M3,1992M4,1992M5,1992M6,1992M7,1992M8,1992M9,1992M10,1992M11,1992M12,1993M1,1993M2,1993M3,1993M4,1993M5,1993M6,1993M7,1993M8,1993M9,1993M10,1993M11,1993M12,1994M1,1994M2,1994M3,1994M4,1994M5,1994M6,1994M7,1994M8,1994M9,1994M10,1994M11,1994M12,1995M1,1995M2,1995M3,1995M4,1995M5,1995M6,1995M7,1995M8,1995M9,1995M10,1995M11,1995M12,1996M1,1996M2,1996M3,1996M4,1996M5,1996M6,1996M7,1996M8,1996M9,1996M10,1996M11,1996M12,1997M1,1997M2,1997M3,1997M4,1997M5,1997M6,1997M7,1997M8,1997M9,1997M10,1997M11,1997M12,1998M1,1998M2,1998M3,1998M4,1998M5,1998M6,1998M7,1998M8,1998M9,1998M10,1998M11,1998M12,1999M1,1999M2,1999M3,1999M4,1999M5,1999M6,1999M7,1999M8,1999M9,1999M10,1999M11,1999M12,2000M1,2000M2,2000M3,2000M4,2000M5,2000M6,2000M7,2000M8,2000M9,2000M10,2000M11,2000M12,2001M1,2001M2,2001M3,2001M4,2001M5,2001M6,2001M7,2001M8,2001M9,2001M10,2001M11,2001M12,2002M1,2002M2,2002M3,2002M4,2002M5,2002M6,2002M7,2002M8,2002M9,2002M10,2002M11,2002M12,2003M1,2003M2,2003M3,2003M4,2003M5,2003M6,2003M7,2003M8,2003M9,2003M10,2003M11,2003M12,2004M1,2004M2,2004M3,2004M4,2004M5,2004M6,2004M7,2004M8,2004M9,2004M10,2004M11,2004M12,2005M1,2005M2,2005M3,2005M4,2005M5,2005M6,2005M7,2005M8,2005M9,2005M10,2005M11,2005M12,2006M1,2006M2,2006M3,2006M4,2006M5,2006M6,2006M7,2006M8,2006M9,2006M10,2006M11,2006M12,2007M1,2007M2,2007M3,2007M4,2007M5,2007M6,2007M7,2007M8,2007M9,2007M10,2007M11,2007M12,2008M1,2008M2,2008M3,2008M4,2008M5,2008M6,2008M7,2008M8,2008M9,2008M10,2008M11,2008M12,2009M1,2009M2,2009M3,2009M4,2009M5,2009M6,2009M7,2009M8,2009M9,2009M10,2009M11,2009M12,2010M1,2010M2,2010M3,2010M4,2010M5,2010M6,2010M7,2010M8,2010M9,2010M10,2010M11,2010M12,2011M1,2011M2,2011M3,2011M4,2011M5,2011M6,2011M7,2011M8,2011M9,2011M10,2011M11,2011M12,2012M1,2012M2,2012M3,2012M4,2012M5,2012M6,2012M7,2012M8,2012M9,2012M10,2012M11,2012M12,2013M1,2013M2,2013M3,2013M4,2013M5,2013M6,2013M7,2013M8,2013M9,2013M10,2013M11,2013M12,2014M1,2014M2,2014M3,2014M4,2014M5,2014M6,2014M7,2014M8,2014M9,2014M10,2014M11,2014M12,2015M1,2015M2,2015M3,2015M4,2015M5,2015M6,2015M7,2015M8,2015M9,2015M10,2015M11,2015M12,2016M1,2016M2,2016M3,2016M4,2016M5,2016M6,2016M7,2016M8,2016M9,2016M10,2016M11,2016M12,2017M1,2017M2,2017M3,2017M4,2017M5,2017M6,2017M7,2017M8,2017M9,2017M10,2017M11,2017M12,2018M1,2018M2,2018M3,2018M4,2018M5,2018M6,2018M7,"Base Year",
"United States","111","Unemployment, Persons, Number of","LU_PE_NUM","Value","2351000","2807000","2646000","2407000","2014000","2408000","2411000","2238000","2061000","1747000","2033000","2205000","2995000","3474000","3383000","3277000","3516000","3966000","4388000","3956000","3635000","3788000","3570000","3690000","4648000","4791000","4313000","3665000","3263000","3551000","3316000","2613000","2490000","2055000","2356000","2409000","2649000","2538000","2323000","1938000","1770000","2132000","2072000","1806000","1886000","1754000","1990000","1796000","2258000","2340000","2002000","1836000","1782000","2032000","2085000","1918000","1728000","1480000","1594000","1545000","2132000","1964000","1828000","1764000","1536000","1732000","1710000","1512000","1619000","1572000","2017000","2634000","3561000","3983000","4037000","3846000","3658000","3681000","3679000","3470000","3433000","2929000","3115000","3009000","3669000","3569000","3297000","3162000","2690000","2893000","2662000","2536000","2338000","2284000","2536000","2601000","3066000","3092000","3095000","2710000","2799000","3179000","2984000","2467000","2273000","2091000","2599000","2660000","3206000","3085000","2822000","2627000","2635000","3131000","2843000","2526000","2503000","2465000","3127000","3332000","4464000","5116000","5155000","5064000","4832000","5223000","5098000","4607000","4058000","3750000","3785000","4068000","4678000","4698000","4298000","3558000","3327000","3780000","3605000","3347000","3195000","3231000","3636000","3521000","4119000","3886000","4164000","3607000","3380000","4172000","3884000","3711000","3315000","3537000","3967000","4470000","5335000","5654000","5423000","4887000","4671000","5313000","4961000","4440000","4034000","3863000","3941000","4041000","4621000","4481000","4323000","3863000","3592000","4219000","3829000","3842000","3455000","3234000","3726000","3760000","4627000","4870000","4442000","3993000","3949000","4554000","4140000","3755000","3470000","3394000","3858000","3788000","4518000","4461000","4225000","3831000","3528000","4453000","3675000","3551000","3262000","3198000","3318000","3409000","3942000","4172000","3699000","3492000","3214000","4057000","3429000","3165000","2842000","2709000","2888000","2786000","3244000","3109000","2990000","2730000","2793000","3592000","3050000","2821000","2503000","2465000","2579000","2655000","3159000","3184000","2954000","2664000","2458000","3628000","3249000","2942000","2895000","2952000","2903000","2720000","3074000","3287000","2929000","2491000","2304000","3615000","3217000","2772000","2607000","2510000","2576000","2418000","2875000","2923000","2747000","2542000","2300000","3399000","3182000","2870000","2958000","2840000","2711000","2627000","3406000","3794000","3732000","3552000","3385000","4671000","4514000","4226000","4300000","4269000","4618000","4650000","5429000","5458000","5190000","4712000","4415000","5511000","5354000","5086000","4867000","4599000","4846000","4728000","5481000","5446000","5250000","4732000","4382000","5467000","5216000","4901000","4705000","4518000","4317000","4169000","4730000","4898000","4564000","4227000","3855000","4907000","4613000","4273000","4230000","3830000","4127000","4130000","5081000","5212000","4826000","4372000","4219000","5459000","5341000","4967000","5287000","5131000","5775000","6199000","8272000","8399000","8446000","7908000","7715000","8667000","8311000","7799000","7624000","7350000","7341000","7307000","8286000","8143000","7631000","6996000","6415000","7772000","7697000","7443000","7148000","6958000","7224000","7154000","7980000","8237000","7680000","6692000","6280000","7589000","7081000","6897000","6579000","6365000","6495000","6031000","7048000","6886000","6621000","5826000","5605000","6481000","6597000","6090000","5958000","5624000","5797000","5896000","6602000","6649000","6325000","5720000","5419000","6409000","6282000","6315000","5978000","5964000","5964000","6027000","7234000","7177000","6983000","7023000","7501000","8481000","8603000","8202000","7655000","7674000","7682000","7430000","8746000","8614000","8271000","7561000","7731000","8485000","8130000","7947000","7884000","8216000","8676000","9013000","10183000","10378000","10290000","9957000","9957000","10886000","11036000","10710000","10695000","10942000","11476000","11628000","12517000","12382000","11879000","11035000","10765000","11570000","10707000","10411000","9830000","9383000","9129000","8992000","9755000","9407000","9057000","8525000","8154000","8582000","8714000","8382000","8051000","7989000","7869000","7978000","9131000","8902000","8625000","8150000","8011000","8753000","8682000","8051000","7984000","7917000","7815000","7717000","8472000","9041000","8667000","8115000","8158000","8775000","8471000","7955000","8015000","7842000","7872000","7461000","8620000","8503000","8124000","7306000","7318000","7655000","7453000","7088000","6857000","6845000","6802000","6526000","7603000","7482000","7090000","6359000","6553000","6819000","6823000","6659000","6368000","6182000","6325000","6142000","7309000","6883000","6378000","6229000","6156000","6850000","6736000","6352000","6330000","6222000","6495000","6300000","7413000","7296000","6852000","6620000","6533000","6884000","7137000","7008000","7003000","6892000","7396000","7525000","8787000","9121000","8995000","8226000","8435000","8992000","8792000","8439000","8270000","8232000","8494000","8755000","10186000","10401000","9913000","9135000","9389000","10366000","10099000","9605000","9316000","8813000","9086000","9045000","10158000","10004000","9478000","8835000","8807000","9473000","9223000","8655000","8302000","8296000","8094000","7959000","9492000","9262000","8874000","8078000","7656000","8251000","8281000","7868000","7379000","7155000","6973000","6690000","8101000","7685000","7480000","7378000","7185000","7727000","7892000","7457000","7167000","6884000","7024000","6872000","8270000","7858000","7700000","7124000","7166000","7377000","7693000","6868000","6700000","6577000","6816000","6680000","7933000","7647000","7399000","6551000","6398000","7094000","6981000","6594000","6403000","5995000","5914000","5957000","7069000","6804000","6816000","5643000","5764000","6534000","6567000","6173000","6039000","5831000","5711000","5565000","6604000","6563000","6119000","5688000","5507000","6271000","6319000","5826000","5661000","5372000","5380000","5245000","6316000","6284000","6069000","5212000","5460000","5959000","6028000","5863000","5359000","5153000","5336000","5264000","6647000","6523000","6509000","6004000","5901000","6816000","6858000","7017000","6766000","7175000","7617000","7773000","9051000","8823000","8776000","8255000","7969000","8758000","8693000","8271000","7790000","7769000","8170000","8209000","9395000","9260000","9018000","8501000","8500000","9649000","9319000","8830000","8436000","8169000","8269000","7945000","9144000","8770000","8834000","7837000","7792000","8616000","8518000","7940000","7545000","7531000","7665000","7599000","8444000","8549000","7986000","7335000","7287000","7870000","7839000","7327000","7259000","6964000","7271000","6956000","7608000","7692000","7255000","6804000","6655000","7341000","7602000","7086000","6625000","6272000","6576000","6491000","7649000","7400000","6913000","6532000","6486000","7295000","7556000","7088000","6952000","6773000","6917000","7371000","8221000","7953000","8027000","7287000","8076000","8933000","9433000","9479000","9199000","9469000","10015000","10999000","13009000","13699000","13895000","13248000","13973000","15095000","15201000","14823000","14538000","14547000","14407000","14740000","16147000","15991000","15678000","14609000","14369000","14885000","15137000","14759000","14140000","13903000","14282000","13997000","14937000","14542000","14060000","13237000","13421000","14409000","14428000","14008000","13520000","13102000","12613000","12692000","13541000","13430000","12904000","11910000","12271000","13184000","13400000","12696000","11742000","11741000","11404000","11844000","13181000","12500000","11815000","11014000","11302000","12248000","12083000","11462000","10885000","10773000","10271000","9984000","10855000","10893000","10537000","9079000","9443000","9893000","10307000","9787000","8962000","8680000","8630000","8331000","9498000","9095000","8682000","7966000","8370000","8638000","8805000","8162000","7628000","7597000","7573000","7542000","8309000","8219000","8116000","7413000","7207000","8144000","8267000","7996000","7658000","7447000","7066000","7170000","8149000","7887000","7284000","6555000","6572000","7250000","7441000","7287000","6556000","6242000","6286000","6278000","7189000","7091000","6671000","5932000","5756000","6812000","6730000","",
"United States","111","Labor Markets, Unemployment Rate, Percent","LUR_PT","Value","4","4.7","4.5","4","3.4","3.9","3.9","3.6","3.4","2.9","3.3","3.6","5","5.8","5.6","5.4","5.7","6.4","7","6.3","5.9","6.1","5.7","6","7.6","7.9","7.1","6","5.3","5.6","5.3","4.1","4","3.3","3.8","3.9","4.4","4.2","3.8","3.2","2.9","3.4","3.3","2.9","3","2.8","3.2","2.9","3.7","3.8","3.3","3","2.9","3.2","3.3","3.1","2.7","2.4","2.5","2.5","3.4","3.2","2.9","2.8","2.5","2.7","2.7","2.4","2.6","2.5","3.2","4.2","5.7","6.3","6.4","6.1","5.7","5.7","5.7","5.4","5.3","4.6","4.9","4.8","5.8","5.7","5.2","4.9","4.2","4.4","4","3.8","3.5","3.4","3.8","3.9","4.7","4.8","4.7","4.1","4.2","4.7","4.4","3.7","3.4","3.1","3.9","4","4.9","4.7","4.3","4","3.9","4.6","4.1","3.7","3.7","3.6","4.6","5","6.8","7.7","7.7","7.5","7.1","7.6","7.4","6.7","6","5.5","5.6","6","7","7","6.4","5.2","4.9","5.4","5.2","4.8","4.7","4.7","5.3","5.1","6.1","5.7","6.1","5.2","4.8","5.8","5.5","5.2","4.7","5","5.6","6.4","7.7","8.1","7.7","7","6.6","7.3","6.9","6.2","5.8","5.5","5.6","5.8","6.7","6.5","6.2","5.5","5.1","5.9","5.3","5.3","4.9","4.5","5.3","5.3","6.6","6.9","6.3","5.6","5.5","6.2","5.6","5.2","4.8","4.7","5.3","5.3","6.4","6.2","5.9","5.3","4.8","5.9","4.9","4.8","4.5","4.4","4.5","4.7","5.5","5.7","5.1","4.7","4.3","5.3","4.5","4.2","3.8","3.6","3.9","3.7","4.4","4.2","4","3.6","3.7","4.6","3.9","3.6","3.3","3.2","3.4","3.5","4.2","4.2","3.9","3.5","3.2","4.6","4.1","3.7","3.7","3.8","3.7","3.5","4","4.2","3.8","3.2","2.9","4.5","4","3.5","3.3","3.2","3.3","3.1","3.7","3.7","3.5","3.2","2.9","4.1","3.8","3.5","3.7","3.5","3.3","3.2","4.2","4.7","4.6","4.3","4.1","5.6","5.3","5","5.2","5.1","5.5","5.6","6.6","6.6","6.3","5.7","5.3","6.5","6.2","5.9","5.8","5.4","5.7","5.5","6.5","6.4","6.1","5.5","5.1","6.2","5.9","5.5","5.4","5.1","4.9","4.8","5.5","5.6","5.2","4.8","4.4","5.4","5","4.7","4.7","4.2","4.6","4.6","5.7","5.8","5.3","4.8","4.6","5.8","5.7","5.3","5.7","5.5","6.2","6.7","9","9.1","9.1","8.6","8.3","9.1","8.7","8.2","8.1","7.8","7.8","7.8","8.8","8.7","8.1","7.4","6.8","8","7.8","7.6","7.4","7.2","7.4","7.4","8.3","8.5","7.9","6.9","6.4","7.5","7","6.8","6.6","6.4","6.5","6","7.1","6.9","6.6","5.8","5.5","6.2","6.3","5.9","5.8","5.4","5.6","5.7","6.4","6.4","6.1","5.5","5.2","6","5.9","5.9","5.7","5.6","5.6","5.7","6.9","6.8","6.6","6.7","7.1","7.8","7.9","7.6","7.2","7.1","7.1","6.9","8.2","8","7.7","7","7.1","7.7","7.3","7.2","7.3","7.5","7.9","8.3","9.4","9.6","9.5","9.2","9.1","9.8","9.8","9.6","9.7","9.9","10.4","10.5","11.4","11.3","10.8","10","9.8","10.2","9.4","9.2","8.8","8.4","8.1","8","8.8","8.4","8.1","7.6","7.2","7.4","7.5","7.3","7.1","7","6.9","7","8","7.8","7.5","7.1","7","7.5","7.4","6.9","6.9","6.8","6.7","6.7","7.3","7.8","7.5","7","7","7.3","7","6.7","6.8","6.6","6.6","6.3","7.3","7.2","6.9","6.2","6.1","6.3","6.1","5.8","5.7","5.7","5.6","5.4","6.3","6.2","5.9","5.3","5.4","5.5","5.5","5.4","5.2","5","5.2","5","6","5.6","5.2","5.1","5","5.5","5.3","5.1","5.1","5","5.2","5.1","6","5.9","5.5","5.3","5.2","5.4","5.6","5.5","5.6","5.5","5.9","6","7.1","7.3","7.2","6.5","6.7","7","6.8","6.6","6.5","6.5","6.7","6.9","8.1","8.2","7.8","7.2","7.3","8","7.7","7.4","7.3","6.9","7.1","7.1","8","7.8","7.4","6.9","6.8","7.2","7","6.6","6.4","6.4","6.2","6.1","7.3","7.1","6.8","6.2","5.9","6.2","6.2","5.9","5.6","5.4","5.3","5.1","6.2","5.9","5.7","5.6","5.5","5.8","5.9","5.6","5.4","5.2","5.3","5.2","6.3","6","5.8","5.4","5.4","5.5","5.6","5.1","5","4.9","5","5","5.9","5.7","5.5","4.8","4.7","5.2","5","4.8","4.7","4.4","4.3","4.4","5.2","5","5","4.1","4.2","4.7","4.7","4.5","4.4","4.2","4.1","4","4.8","4.7","4.4","4.1","4","4.5","4.5","4.2","4.1","3.8","3.8","3.7","4.5","4.4","4.3","3.7","3.8","4.1","4.2","4.1","3.8","3.6","3.7","3.7","4.7","4.6","4.5","4.2","4.1","4.7","4.7","4.9","4.7","5","5.3","5.4","6.3","6.1","6.1","5.7","5.5","6","5.9","5.7","5.4","5.3","5.6","5.7","6.5","6.4","6.2","5.8","5.8","6.5","6.3","6","5.8","5.6","5.6","5.4","6.3","6","6","5.4","5.3","5.8","5.7","5.4","5.1","5.1","5.2","5.1","5.7","5.8","5.4","4.9","4.9","5.2","5.2","4.9","4.8","4.6","4.8","4.6","5.1","5.1","4.8","4.5","4.4","4.8","5","4.6","4.4","4.1","4.3","4.3","5","4.9","4.5","4.3","4.3","4.7","4.9","4.6","4.5","4.4","4.5","4.8","5.4","5.2","5.2","4.8","5.2","5.7","6","6.1","6","6.1","6.5","7.1","8.5","8.9","9","8.6","9.1","9.7","9.7","9.6","9.5","9.5","9.4","9.7","10.6","10.4","10.2","9.5","9.3","9.6","9.7","9.5","9.2","9","9.3","9.1","9.8","9.5","9.2","8.7","8.7","9.3","9.3","9.1","8.8","8.5","8.2","8.3","8.8","8.7","8.4","7.7","7.9","8.4","8.6","8.2","7.6","7.5","7.4","7.6","8.5","8.1","7.6","7.1","7.3","7.8","7.7","7.3","7","7","6.6","6.5","7","7","6.8","5.9","6.1","6.3","6.5","6.3","5.7","5.5","5.5","5.4","6.1","5.8","5.6","5.1","5.3","5.5","5.6","5.2","4.9","4.8","4.8","4.8","5.3","5.2","5.1","4.7","4.5","5.1","5.1","5","4.8","4.7","4.4","4.5","5.1","4.9","4.6","4.1","4.1","4.5","4.6","4.5","4.1","3.9","3.9","3.9","4.5","4.4","4.1","3.7","3.6","4.2","4.1","",
