DATE,TWEXB
1999-02-03,115.6511
1999-02-10,115.26
1999-02-17,115.617
1999-02-24,117.0531
1999-03-03,117.8434
1999-03-10,118.0616
1999-03-17,117.2202
1999-03-24,116.8309
1999-03-31,117.3074
1999-04-07,117.3206
1999-04-14,117.0357
1999-04-21,116.7675
1999-04-28,116.5664
1999-05-05,116.1856
1999-05-12,115.9194
1999-05-19,116.6282
1999-05-26,117.1821
1999-06-02,117.8349
1999-06-09,117.4843
1999-06-16,116.9166
1999-06-23,117.1828
1999-06-30,117.2244
1999-07-07,117.4362
1999-07-14,118.0343
1999-07-21,117.5105
1999-07-28,116.8635
1999-08-04,116.1045
1999-08-11,116.2328
1999-08-18,116.4306
1999-08-25,116.2304
1999-09-01,116.3074
1999-09-08,115.9989
1999-09-15,115.577
1999-09-22,115.5179
1999-09-29,115.47
1999-10-06,115.0435
1999-10-13,115.2324
1999-10-20,115.1152
1999-10-27,115.0344
1999-11-03,115.165
1999-11-10,115.3075
1999-11-17,115.3475
1999-11-24,115.4324
1999-12-01,115.7254
1999-12-08,115.6201
1999-12-15,115.6064
1999-12-22,115.3748
1999-12-29,115.1581
2000-01-05,114.7351
2000-01-12,115.0578
2000-01-19,115.1948
2000-01-26,115.2457
2000-02-02,116.5457
2000-02-09,116.4348
2000-02-16,116.5283
2000-02-23,116.697
2000-03-01,117.0093
2000-03-08,116.9267
2000-03-15,116.5849
2000-03-22,116.784
2000-03-29,116.5425
2000-04-05,116.4459
2000-04-12,116.7801
2000-04-19,117.2826
2000-04-26,117.8097
2000-05-03,119.0867
2000-05-10,119.8731
2000-05-17,120.1286
2000-05-24,120.3504
2000-05-31,119.702
2000-06-07,118.6863
2000-06-14,118.5774
2000-06-21,118.4713
2000-06-28,119.0841
2000-07-05,118.5215
2000-07-12,118.7911
2000-07-19,119.2546
2000-07-26,118.9883
2000-08-02,119.5993
2000-08-09,119.9898
2000-08-16,119.7023
2000-08-23,119.7285
2000-08-30,119.8287
2000-09-06,119.9827
2000-09-13,121.0897
2000-09-20,122.0269
2000-09-27,121.4353
2000-10-04,121.5799
2000-10-11,122.019
2000-10-18,123.0307
2000-10-25,123.6867
2000-11-01,123.962
2000-11-08,123.4236
2000-11-15,123.6446
2000-11-22,124.4139
2000-11-29,124.5119
2000-12-06,123.5941
2000-12-13,123.2755
2000-12-20,122.9147
2000-12-27,122.4598
2001-01-03,122.2763
2001-01-10,122.3341
2001-01-17,123.0319
2001-01-24,123.1192
2001-01-31,123.1303
2001-02-07,122.6438
2001-02-14,123.5174
2001-02-21,123.8732
2001-02-28,124.1138
2001-03-07,124.025
2001-03-14,124.6161
2001-03-21,126.1923
2001-03-28,126.6436
2001-04-04,127.2715
2001-04-11,126.6194
2001-04-18,126.596
2001-04-25,126.0738
2001-05-02,126.1006
2001-05-09,125.906
2001-05-16,126.5895
2001-05-23,126.2758
2001-05-30,126.8885
2001-06-06,127.2045
2001-06-13,127.1766
2001-06-20,127.2245
2001-06-27,127.1342
2001-07-04,127.5373
2001-07-11,128.0083
2001-07-18,128.2757
2001-07-25,127.269
2001-08-01,127.0007
2001-08-08,126.5876
2001-08-15,125.6321
2001-08-22,124.8952
2001-08-29,125.027
2001-09-05,125.4822
2001-09-12,126.1722
2001-09-19,125.545
2001-09-26,125.8286
2001-10-03,126.4305
2001-10-10,126.4555
2001-10-17,126.4931
2001-10-24,127.1058
2001-10-31,127.0621
2001-11-07,126.9156
2001-11-14,127.0603
2001-11-21,127.5151
2001-11-28,127.6563
2001-12-05,127.1438
2001-12-12,127.0549
2001-12-19,126.688
2001-12-26,128.0218
2002-01-02,128.1549
2002-01-09,128.1324
2002-01-16,128.594
2002-01-23,129.2089
2002-01-30,129.831
2002-02-06,129.8475
2002-02-13,129.5431
2002-02-20,129.3204
2002-02-27,129.8401
2002-03-06,129.425
2002-03-13,128.5774
2002-03-20,128.685
2002-03-27,129.0255
2002-04-03,129.1926
2002-04-10,128.8786
2002-04-17,128.7561
2002-04-24,128.2969
2002-05-01,127.6807
2002-05-08,127.5004
2002-05-15,127.6761
2002-05-22,126.6582
2002-05-29,126.3225
2002-06-05,125.9083
2002-06-12,126.1168
2002-06-19,125.9732
2002-06-26,124.8555
2002-07-03,124.2725
2002-07-10,124.0111
2002-07-17,122.9577
2002-07-24,123.1242
2002-07-31,124.7945
2002-08-07,125.4473
2002-08-14,125.3159
2002-08-21,124.9057
2002-08-28,125.2036
2002-09-04,124.8541
2002-09-11,125.3464
2002-09-18,126.2606
2002-09-25,126.8154
2002-10-02,126.9091
2002-10-09,127.2175
2002-10-16,127.3647
2002-10-23,127.1632
2002-10-30,126.6673
2002-11-06,125.9567
2002-11-13,125.2618
2002-11-20,125.6534
2002-11-27,126.0104
2002-12-04,126.1236
2002-12-11,125.8746
2002-12-18,124.8269
2002-12-25,124.4308
2003-01-01,124.309
2003-01-08,124.1683
2003-01-15,123.5632
2003-01-22,123.2875
2003-01-29,123.1346
2003-02-05,123.3318
2003-02-12,123.7336
2003-02-19,123.5256
2003-02-26,123.1358
2003-03-05,122.861
2003-03-12,122.1862
2003-03-19,123.3298
2003-03-26,123.5135
2003-04-02,122.6553
2003-04-09,122.9986
2003-04-16,122.1923
2003-04-23,121.4913
2003-04-30,120.8654
2003-05-07,119.2228
2003-05-14,117.9553
2003-05-21,117.4133
2003-05-28,117.3658
2003-06-04,117.4886
2003-06-11,117.3467
2003-06-18,116.8077
2003-06-25,117.428
2003-07-02,117.7303
2003-07-09,117.8515
2003-07-16,118.5555
2003-07-23,119.0806
2003-07-30,118.6585
2003-08-06,119.6717
2003-08-13,119.2185
2003-08-20,119.7974
2003-08-27,120.5153
2003-09-03,120.2987
2003-09-10,119.4178
2003-09-17,118.9977
2003-09-24,117.5853
2003-10-01,116.9434
2003-10-08,116.4789
2003-10-15,116.0908
2003-10-22,116.2143
2003-10-29,115.8266
2003-11-05,116.5026
2003-11-12,116.3178
2003-11-19,115.6503
2003-11-26,115.8331
2003-12-03,115.3725
2003-12-10,114.657
2003-12-17,114.5622
2003-12-24,114.3971
2003-12-31,113.7552
2004-01-07,112.7123
2004-01-14,111.837
2004-01-21,112.8453
2004-01-28,112.7326
2004-02-04,113.5218
2004-02-11,112.9026
2004-02-18,112.274
2004-02-25,113.4172
2004-03-03,114.3933
2004-03-10,114.2678
2004-03-17,114.6133
2004-03-24,113.8692
2004-03-31,113.9316
2004-04-07,113.7136
2004-04-14,114.5339
2004-04-21,115.4127
2004-04-28,115.9623
2004-05-05,116.1056
2004-05-12,117.2937
2004-05-19,117.5491
2004-05-26,116.8711
2004-06-02,115.7894
2004-06-09,115.5574
2004-06-16,116.1872
2004-06-23,115.9266
2004-06-30,115.4597
2004-07-07,114.8799
2004-07-14,114.548
2004-07-21,114.495
2004-07-28,115.5958
2004-08-04,115.8124
2004-08-11,115.2075
2004-08-18,114.9249
2004-08-25,114.8187
2004-09-01,115.2509
2004-09-08,115.1604
2004-09-15,114.819
2004-09-22,114.6622
2004-09-29,114.32
2004-10-06,113.942
2004-10-13,113.6054
2004-10-20,113.2311
2004-10-27,112.18
2004-11-03,111.7582
2004-11-10,110.7583
2004-11-17,110.3789
2004-11-24,109.5797
2004-12-01,108.7098
2004-12-08,108.696
2004-12-15,109.6547
2004-12-22,109.3134
2004-12-29,108.6488
2005-01-05,108.7513
2005-01-12,109.606
2005-01-19,109.3715
2005-01-26,109.7593
2005-02-02,109.7876
2005-02-09,110.3564
2005-02-16,109.9592
2005-02-23,109.2723
2005-03-02,109.1511
2005-03-09,108.8648
2005-03-16,108.4219
2005-03-23,109.0124
2005-03-30,110.181
2005-04-06,110.2267
2005-04-13,110.1805
2005-04-20,110.149
2005-04-27,109.7445
2005-05-04,109.9586
2005-05-11,109.7987
2005-05-18,110.8484
2005-05-25,111.031
2005-06-01,111.2232
2005-06-08,111.3025
2005-06-15,111.9977
2005-06-22,111.497
2005-06-29,111.7033
2005-07-06,112.5733
2005-07-13,112.165
2005-07-20,112.0919
2005-07-27,111.7398
2005-08-03,111.1661
2005-08-10,110.5629
2005-08-17,110.09
2005-08-24,110.9739
2005-08-31,110.8126
2005-09-07,109.8911
2005-09-14,110.1698
2005-09-21,110.5917
2005-09-28,111.1731
2005-10-05,111.2724
2005-10-12,111.2468
2005-10-19,111.8264
2005-10-26,111.7553
2005-11-02,111.5923
2005-11-09,112.3218
2005-11-16,112.7056
2005-11-23,112.5399
2005-11-30,112.1511
2005-12-07,111.9901
2005-12-14,111.459
2005-12-21,111.4304
2005-12-28,111.6984
2006-01-04,111.3296
2006-01-11,110.2949
2006-01-18,110.3167
2006-01-25,109.8163
2006-02-01,109.7643
2006-02-08,110.3355
2006-02-15,110.5131
2006-02-22,110.5264
2006-03-01,110.1642
2006-03-08,110.2849
2006-03-15,110.756
2006-03-22,110.2363
2006-03-29,110.9409
2006-04-05,110.439
2006-04-12,110.3551
2006-04-19,110.0068
2006-04-26,109.183
2006-05-03,107.9528
2006-05-10,107.0858
2006-05-17,107.0928
2006-05-24,108.003
2006-05-31,107.8971
2006-06-07,107.885
2006-06-14,108.8848
2006-06-21,109.0077
2006-06-28,109.3994
2006-07-05,108.4329
2006-07-12,108.161
2006-07-19,108.9679
2006-07-26,108.7951
2006-08-02,108.1372
2006-08-09,107.7465
2006-08-16,107.8677
2006-08-23,107.6146
2006-08-30,107.8883
2006-09-06,107.637
2006-09-13,108.2447
2006-09-20,108.2091
2006-09-27,108.0357
2006-10-04,108.1662
2006-10-11,108.7009
2006-10-18,108.742
2006-10-25,108.3404
2006-11-01,107.5722
2006-11-08,107.6162
2006-11-15,107.6193
2006-11-22,107.8176
2006-11-29,106.98
2006-12-06,106.255
2006-12-13,106.4566
2006-12-20,106.797
2006-12-27,106.9803
2007-01-03,106.8453
2007-01-10,107.6647
2007-01-17,107.7961
2007-01-24,107.665
2007-01-31,107.8924
2007-02-07,107.6115
2007-02-14,107.4907
2007-02-21,106.9944
2007-02-28,106.9968
2007-03-07,107.2055
2007-03-14,107.0978
2007-03-21,106.6987
2007-03-28,106.228
2007-04-04,106.1265
2007-04-11,105.9128
2007-04-18,105.3254
2007-04-25,104.9058
2007-05-02,104.8092
2007-05-09,104.6357
2007-05-16,104.594
2007-05-23,104.4176
2007-05-30,104.3005
2007-06-06,103.916
2007-06-13,104.4923
2007-06-20,104.3486
2007-06-27,104.3136
2007-07-04,103.6581
2007-07-11,103.2662
2007-07-18,102.6806
2007-07-25,102.421
2007-08-01,103.1097
2007-08-08,102.8978
2007-08-15,103.5522
2007-08-22,104.102
2007-08-29,103.5008
2007-09-05,103.3746
2007-09-12,102.7976
2007-09-19,102.2599
2007-09-26,101.0717
2007-10-03,100.7296
2007-10-10,100.51
2007-10-17,100.2339
2007-10-24,99.9504
2007-10-31,99.1269
2007-11-07,98.3439
2007-11-14,98.2237
2007-11-21,98.9029
2007-11-28,98.8037
2007-12-05,99.1
2007-12-12,99.2017
2007-12-19,99.9161
2007-12-26,99.6865
2008-01-02,98.9236
2008-01-09,98.708
2008-01-16,98.6776
2008-01-23,99.0768
2008-01-30,98.2266
2008-02-06,97.9342
2008-02-13,98.3873
2008-02-20,98.1512
2008-02-27,97.412
2008-03-05,96.2536
2008-03-12,96.0971
2008-03-19,95.4299
2008-03-26,96.0392
2008-04-02,95.6918
2008-04-09,95.5725
2008-04-16,95.2716
2008-04-23,95.2108
2008-04-30,95.7896
2008-05-07,96.106
2008-05-14,96.2716
2008-05-21,95.722
2008-05-28,95.3327
2008-06-04,95.7239
2008-06-11,96.0721
2008-06-18,96.3928
2008-06-25,95.9976
2008-07-02,95.634
2008-07-09,95.7723
2008-07-16,95.0048
2008-07-23,94.9888
2008-07-30,95.4624
2008-08-06,96.0282
2008-08-13,97.7671
2008-08-20,98.5093
2008-08-27,98.2564
2008-09-03,99.2197
2008-09-10,100.4591
2008-09-17,100.8668
2008-09-24,99.6616
2008-10-01,100.484
2008-10-08,103.892
2008-10-15,106.0501
2008-10-22,107.8223
2008-10-29,110.2882
2008-11-05,107.7236
2008-11-12,108.6045
2008-11-19,110.1596
2008-11-26,110.8758
2008-12-03,110.6968
2008-12-10,110.7956
2008-12-17,107.5358
2008-12-24,106.5842
2008-12-31,106.926
2009-01-07,107.2898
2009-01-14,108.2845
2009-01-21,110.0253
2009-01-28,109.9384
2009-02-04,110.6511
2009-02-11,110.4663
2009-02-18,111.8997
2009-02-25,112.8293
2009-03-04,114.2027
2009-03-11,114.2706
2009-03-18,112.4388
2009-03-25,109.7315
2009-04-01,110.7891
2009-04-08,109.6367
2009-04-15,109.1266
2009-04-22,109.594
2009-04-29,109.3471
2009-05-06,108.1237
2009-05-13,106.7741
2009-05-20,106.3444
2009-05-27,104.9503
2009-06-03,104.1161
2009-06-10,104.9374
2009-06-17,105.13
2009-06-24,105.2782
2009-07-01,105.1288
2009-07-08,105.5028
2009-07-15,105.5384
2009-07-22,104.1866
2009-07-29,103.6626
2009-08-05,103.0284
2009-08-12,103.4402
2009-08-19,103.6024
2009-08-26,103.1528
2009-09-02,103.7709
2009-09-09,103.1716
2009-09-16,102.3126
2009-09-23,101.9041
2009-09-30,102.2867
2009-10-07,101.9816
2009-10-14,100.7568
2009-10-21,100.3957
2009-10-28,101.013
2009-11-04,101.3994
2009-11-11,100.8497
2009-11-18,100.3483
2009-11-25,100.3444
2009-12-02,99.92
2009-12-09,100.3216
2009-12-16,100.9155
2009-12-23,101.8792
2009-12-30,101.6495
2010-01-06,101.1434
2010-01-13,100.7241
2010-01-20,100.9634
2010-01-27,101.987
2010-02-03,102.5171
2010-02-10,103.1797
2010-02-17,102.7191
2010-02-24,102.7887
2010-03-03,102.4756
2010-03-10,102.0355
2010-03-17,101.5632
2010-03-24,101.9287
2010-03-31,102.1641
2010-04-07,101.583
2010-04-14,101.1582
2010-04-21,101.3026
2010-04-28,101.6966
2010-05-05,102.2265
2010-05-12,103.5375
2010-05-19,104.2889
2010-05-26,105.6468
2010-06-02,105.2253
2010-06-09,105.8398
2010-06-16,104.8399
2010-06-23,104.0132
2010-06-30,104.4166
2010-07-07,104.1741
2010-07-14,103.3741
2010-07-21,103.1938
2010-07-28,102.6551
2010-08-04,101.7628
2010-08-11,101.7079
2010-08-18,102.433
2010-08-25,102.9748
2010-09-01,103.1226
2010-09-08,102.583
2010-09-15,101.8478
2010-09-22,101.2949
2010-09-29,100.1221
2010-10-06,99.3584
2010-10-13,98.6556
2010-10-20,98.4669
2010-10-27,98.8182
2010-11-03,98.5024
2010-11-10,97.993
2010-11-17,99.1989
2010-11-24,99.4666
2010-12-01,100.5076
2010-12-08,99.6393
2010-12-15,99.6394
2010-12-22,100.0318
2010-12-29,99.5246
2011-01-05,98.766
2011-01-12,99.3131
2011-01-19,98.3032
2011-01-26,98.156
2011-02-02,97.8882
2011-02-09,97.7015
2011-02-16,98.1981
2011-02-23,97.775
2011-03-02,97.3918
2011-03-09,96.9497
2011-03-16,97.1565
2011-03-23,96.7361
2011-03-30,96.5919
2011-04-06,96.1387
2011-04-13,95.6208
2011-04-20,95.388
2011-04-27,94.6245
2011-05-04,93.9853
2011-05-11,94.9039
2011-05-18,95.6298
2011-05-25,95.832
2011-06-01,95.2147
2011-06-08,94.7885
2011-06-15,95.2124
2011-06-22,95.4084
2011-06-29,95.554
2011-07-06,94.7257
2011-07-13,95.0188
2011-07-20,94.7834
2011-07-27,93.9575
2011-08-03,94.1461
2011-08-10,95.4388
2011-08-17,95.0747
2011-08-24,95.1905
2011-08-31,95.1421
2011-09-07,95.6723
2011-09-14,97.1383
2011-09-21,97.8986
2011-09-28,99.7529
2011-10-05,100.4591
2011-10-12,99.3377
2011-10-19,98.6301
2011-10-26,98.4855
2011-11-02,97.7211
2011-11-09,98.5578
2011-11-16,99.1369
2011-11-23,100.0567
2011-11-30,100.5655
2011-12-07,99.435
2011-12-14,100.4801
2011-12-21,100.9076
2011-12-28,100.6966
2012-01-04,100.3983
2012-01-11,100.7118
2012-01-18,100.2419
2012-01-25,99.3607
2012-02-01,98.468
2012-02-08,97.8284
2012-02-15,98.0786
2012-02-22,98.3025
2012-02-29,98.003
2012-03-07,98.4526
2012-03-14,98.6947
2012-03-21,98.7267
2012-03-28,98.6622
2012-04-04,98.6176
2012-04-11,99.184
2012-04-18,99.0921
2012-04-25,99.0758
2012-05-02,98.6005
2012-05-09,99.3527
2012-05-16,100.4158
2012-05-23,101.4287
2012-05-30,102.2142
2012-06-06,102.7511
2012-06-13,102.2266
2012-06-20,101.6771
2012-06-27,102.1745
2012-07-04,101.3547
2012-07-11,101.7801
2012-07-18,101.6977
2012-07-25,101.9743
2012-08-01,101.2539
2012-08-08,100.9184
2012-08-15,100.8255
2012-08-22,100.7787
2012-08-29,100.4955
2012-09-05,100.5184
2012-09-12,99.5686
2012-09-19,98.6681
2012-09-26,98.9289
2012-10-03,98.9038
2012-10-10,98.7741
2012-10-17,98.6876
2012-10-24,98.9269
2012-10-31,99.2219
2012-11-07,99.4004
2012-11-14,99.7378
2012-11-21,99.7914
2012-11-28,99.3427
2012-12-05,99.1066
2012-12-12,99.0106
2012-12-19,98.7165
2012-12-26,98.9988
2013-01-02,99.0636
2013-01-09,99.0669
2013-01-16,98.6129
2013-01-23,98.7819
2013-01-30,99.0419
2013-02-06,98.9393
2013-02-13,99.4671
2013-02-20,99.6659
2013-02-27,100.3377
2013-03-06,100.6346
2013-03-13,100.6155
2013-03-20,100.5108
2013-03-27,100.4505
2013-04-03,100.3413
2013-04-10,100.2993
2013-04-17,100.0253
2013-04-24,100.4409
2013-05-01,99.8026
2013-05-08,99.6029
2013-05-15,100.2864
2013-05-22,101.1028
2013-05-29,101.4668
2013-06-05,101.4562
2013-06-12,100.8894
2013-06-19,100.5226
2013-06-26,102.5354
2013-07-03,102.4241
2013-07-10,103.0328
2013-07-17,101.8908
2013-07-24,101.4936
2013-07-31,101.4605
2013-08-07,101.623
2013-08-14,101.2337
2013-08-21,101.8043
2013-08-28,102.4085
2013-09-04,102.8935
2013-09-11,102.3533
2013-09-18,101.5914
2013-09-25,100.7963
2013-10-02,101.116
2013-10-09,100.9531
2013-10-16,100.9266
2013-10-23,100.1837
2013-10-30,100.3169
2013-11-06,101.1509
2013-11-13,101.7172
2013-11-20,101.3546
2013-11-27,101.7188
2013-12-04,101.9971
2013-12-11,101.44
2013-12-18,101.5053
2013-12-25,101.8661
2014-01-01,101.8198
2014-01-08,102.1501
2014-01-15,102.2714
2014-01-22,102.8422
2014-01-29,103.0895
2014-02-05,103.3568
2014-02-12,102.9157
2014-02-19,102.5955
2014-02-26,102.8867
2014-03-05,102.9031
2014-03-12,102.6347
2014-03-19,102.6294
2014-03-26,103.1748
2014-04-02,102.6932
2014-04-09,102.4404
2014-04-16,102.195
2014-04-23,102.4631
2014-04-30,102.5504
2014-05-07,102.1269
2014-05-14,102.0227
2014-05-21,102.0699
2014-05-28,102.2071
2014-06-04,102.3687
2014-06-11,102.3957
2014-06-18,102.3713
2014-06-25,102.1257
2014-07-02,101.7305
2014-07-09,101.7272
2014-07-16,101.8792
2014-07-23,102.0552
2014-07-30,102.336
2014-08-06,102.9203
2014-08-13,102.9033
2014-08-20,102.7122
2014-08-27,103.1148
2014-09-03,103.1844
2014-09-10,103.8494
2014-09-17,104.3273
2014-09-24,104.8027
2014-10-01,105.6934
2014-10-08,105.9472
2014-10-15,105.7118
2014-10-22,105.688
2014-10-29,105.761
2014-11-05,106.7196
2014-11-12,107.4762
2014-11-19,107.64
2014-11-26,107.8152
2014-12-03,108.8998
2014-12-10,109.6438
2014-12-17,110.3405
2014-12-24,110.8841
2014-12-31,111.0428
2015-01-07,112.1365
2015-01-14,111.9845
2015-01-21,112.2359
2015-01-28,113.1212
2015-02-04,113.9616
2015-02-11,113.9969
2015-02-18,113.8737
2015-02-25,114.1923
2015-03-04,114.5807
2015-03-11,116.7227
2015-03-18,117.3185
2015-03-25,115.587
2015-04-01,115.7152
2015-04-08,114.8356
2015-04-15,115.8515
2015-04-22,115.0322
2015-04-29,114.0987
2015-05-06,113.9398
2015-05-13,113.6016
2015-05-20,113.4084
2015-05-27,114.8517
2015-06-03,115.3652
2015-06-10,115.2334
2015-06-17,114.7911
2015-06-24,114.4044
2015-07-01,115.2819
2015-07-08,116.0982
2015-07-15,116.3465
2015-07-22,117.3099
2015-07-29,117.5874
2015-08-05,118.1833
2015-08-12,118.5509
2015-08-19,119.3603
2015-08-26,119.5053
2015-09-02,119.7453
2015-09-09,120.0818
2015-09-16,119.6719
2015-09-23,119.8436
2015-09-30,120.5769
2015-10-07,119.5489
2015-10-14,118.3632
2015-10-21,118.2768
2015-10-28,119.3245
2015-11-04,119.4713
2015-11-11,120.6608
2015-11-18,121.2775
2015-11-25,120.9245
2015-12-02,121.3683
2015-12-09,121.2116
2015-12-16,121.9737
2015-12-23,122.6148
2015-12-30,122.4385
2016-01-06,123.4137
2016-01-13,124.4402
2016-01-20,125.2201
2016-01-27,125.1665
2016-02-03,124.6691
2016-02-10,123.5452
2016-02-17,123.5622
2016-02-24,123.2841
2016-03-02,123.3477
2016-03-09,121.9808
2016-03-16,121.5925
2016-03-23,119.9748
2016-03-30,120.5275
2016-04-06,119.5661
2016-04-13,119.3618
2016-04-20,118.9284
2016-04-27,119.1796
2016-05-04,118.3879
2016-05-11,119.7692
2016-05-18,120.4156
2016-05-25,121.5983
2016-06-01,121.6009
2016-06-08,120.5667
2016-06-15,120.7217
2016-06-22,120.6111
2016-06-29,121.2906
2016-07-06,121.4079
2016-07-13,121.5457
2016-07-20,121.5585
2016-07-27,122.2401
2016-08-03,121.2247
2016-08-10,121.013
2016-08-17,119.9971
2016-08-24,120.0144
2016-08-31,120.9785
2016-09-07,120.7425
2016-09-14,121.3003
2016-09-21,122.1517
2016-09-28,121.7343
2016-10-05,121.6463
2016-10-12,122.5
2016-10-19,122.5943
2016-10-26,122.9132
2016-11-02,123.2696
2016-11-09,123.0447
2016-11-16,126.1779
2016-11-23,127.0519
2016-11-30,127.3814
2016-12-07,126.7331
2016-12-14,126.5559
2016-12-21,128.2102
2016-12-28,128.5849
2017-01-04,128.3967
2017-01-11,128.0891
2017-01-18,127.2249
2017-01-25,126.9252
2017-02-01,126.2883
2017-02-08,125.493
2017-02-15,125.739
2017-02-22,125.7359
2017-03-01,125.3127
2017-03-08,126.0582
2017-03-15,126.0226
2017-03-22,124.4518
2017-03-29,123.881
2017-04-05,124.1538
2017-04-12,124.3792
2017-04-19,123.8165
2017-04-26,124.0104
2017-05-03,124.1316
2017-05-10,124.4844
2017-05-17,123.7573
2017-05-24,123.1508
2017-05-31,122.7216
2017-06-07,122.2323
2017-06-14,121.9068
2017-06-21,122.2406
2017-06-28,121.9802
2017-07-05,121.5908
