Date Stock Sentiment
Apr_04_2018 $aapl 5.448977211619638
Apr_04_2018 $sbgi 4.399604938750913
Apr_04_2018 $tsla 0.9538672004187623
Apr_04_2018 $spy 4.628696131807162
Apr_04_2018 $spot 11.682046777953207
Apr_04_2018 $googl -0.5536216742888569
Apr_04_2018 $amzn -3.681303551237498
Apr_04_2018 $p -1.8875252707415875
Apr_04_2018 $amd -3.512228160637381
Apr_04_2018 $fb -0.847154697230176
Apr_04_2018 $kosk 6.549977142771825
Apr_04_2018 $mgti 0
Apr_04_2018 $riot 0
Apr_04_2018 $gbtc 1.070609267680053
Apr_04_2018 $gahc 0
Apr_04_2018 $glnnf 0
Apr_04_2018 $sq -0.8551397940269576
Apr_04_2018 $ifxy 0
Apr_04_2018 $dpw 0
Apr_04_2018 $nvda -3.7718060491538785
Apr_04_2018 $mara 0
Apr_04_2018 $digaf 0
Apr_04_2018 $bitcf 0
Apr_04_2018 $srsp 0
Apr_04_2018 $ksix 0
Apr_04_2018 $bt 0
Apr_04_2018 $ge 0.11571386031352593
Apr_04_2018 $qqq 5.551700530656363
Apr_04_2018 $iwm 7.270281478838814
Apr_04_2018 $swks 5.208940224936757
Apr_04_2018 $twtr -0.18982455888001715
Apr_04_2018 $ibb 0
Apr_04_2018 $nflx -2.5487176611080273
Apr_04_2018 $goog 5.400230782142169
Apr_04_2018 $dis -0.18982455888001726
Apr_04_2018 $mobi 0
Apr_04_2018 $mjna 0
Apr_04_2018 $xlf 0
Apr_04_2018 $bac 6.3007963453598705
Apr_04_2018 $tvix 3.4181185354304082
Apr_04_2018 $mu -0.6670348766454774
Apr_04_2018 $eem 0
Apr_04_2018 $f 0
Apr_04_2018 $intc 5.076589062061057
Apr_04_2018 $msft -0.33282415780104513
Apr_04_2018 $vxx 0
Apr_04_2018 $casi 2.927214268494283
Apr_04_2018 $innt 0
Apr_04_2018 $alna 0
Apr_04_2018 $rh 0
Apr_04_2018 $roku 1.795089640608356
Apr_04_2018 $hmny 4.077489371309081
Apr_04_2018 $sgh 0
Apr_04_2018 $himx 0
Apr_04_2018 $ostk 0
Apr_04_2018 $gpro 0
Apr_04_2018 $lfin 0.3755091350922064
Apr_04_2018 $aaoi 0
Apr_04_2018 $orcl 0
Apr_04_2018 $wmt 8.474824868854466
Apr_04_2018 $ttd 0
Apr_04_2018 $qd 0
Apr_04_2018 $pypl 1.0971181780580135
Apr_04_2018 $lx 0
Apr_04_2018 $clvs 0
Apr_04_2018 $bb 3.1170177354957183
Apr_04_2018 $165 0
Apr_04_2018 $167 0
Apr_04_2018 $170 0
Apr_04_2018 $sedg 1.536514882965262
Apr_04_2018 $panw 0
Apr_04_2018 $500 2.512155677336857
Apr_04_2018 $sbux 4.925486277864031
Apr_04_2018 $gs 4.019839826980941
Apr_04_2018 $flex 0
Apr_04_2018 $soxl 0
Apr_04_2018 $ibm -0.1898245588800172
Apr_04_2018 $nbdr 0
Apr_04_2018 $rcgr 0
Apr_04_2018 $bvrk 0
Apr_04_2018 $dirv 0.8946253141592704
Apr_04_2018 $dsgt 0
Apr_04_2018 $es 0
Apr_04_2018 $spx 4.4228855700183995
Apr_04_2018 $ndx 0
Apr_04_2018 $vix 6.05684126313854
Apr_04_2018 $dia 4.847076012149019
Apr_04_2018 $ba 0.5748553705110665
Apr_04_2018 $baba -0.18228481159101784
Apr_04_2018 $snap 0
Apr_04_2018 $frfs 0
Apr_04_2018 $sode 0
Apr_04_2018 $x 0
Apr_04_2018 $rio 0
Apr_04_2018 $czr 0
Apr_04_2018 $wpz 0
Apr_04_2018 $rcii 0
Apr_04_2018 $xom 0
Apr_04_2018 $wu 0
Apr_04_2018 $pe 3.039015223494445
Apr_04_2018 $mo 0
Apr_04_2018 $w 0
Apr_04_2018 $team 0
Apr_04_2018 $rrc 0
Apr_04_2018 $nog 0
Apr_04_2018 $azn 0
Apr_04_2018 $wfc 6.986107957547851
Apr_04_2018 $ms 4.623977724215601
Apr_04_2018 $aal 0
Apr_04_2018 $xavgo 0
Apr_04_2018 $clls 6.769351070880836
Apr_04_2018 $crsp 7.774420440559232
Apr_04_2018 $edit 4.155242224500163
Apr_04_2018 $ntla 4.894625314159271
Apr_04_2018 $sgmo 2.3194354416900524
Apr_04_2018 $27 5.701980236216874
Apr_04_2018 $fslr 0
Apr_04_2018 $tan 0
Apr_04_2018 $jks 0
Apr_04_2018 $lrcx 0
Apr_04_2018 $jnj 6.155242224500164
Apr_04_2018 $avgo 0
Apr_04_2018 $kndi 0
Apr_04_2018 $trtc 0
Apr_04_2018 $hemp 0
Apr_04_2018 $gbsn 0
Apr_04_2018 $avxl 0
Apr_04_2018 $erbb 0
Apr_04_2018 $owc 0
Apr_04_2018 $csco 0.7990984142748879
Apr_04_2018 $pfe 2.643086547163306
Apr_04_2018 $mon 0
Apr_04_2018 $jpm 6.971467443383018
Apr_04_2018 $t 0.775190083170651
Apr_04_2018 $c 3.9856241116430278
Apr_04_2018 $vz 0
Apr_04_2018 $500m 0
Apr_04_2018 $hd 8.28486921914442
Apr_04_2018 $dji 8.419807590645364
Apr_04_2018 $comp 0
Apr_04_2018 $bidu -0.48784432266314276
Apr_04_2018 $xlk 4.164546105578304
Apr_04_2018 $40 0
Apr_04_2018 $cvx 6.965014642050669
Apr_04_2018 $bvtk 0
Apr_04_2018 $s -0.9650146420506683
Apr_04_2018 $imtl -7.549977142771825
Apr_04_2018 $1 -5.052285034152335
Apr_04_2018 $9 -0.5504902834640166
Apr_04_2018 $strat 0
Apr_04_2018 $qcn 0
Apr_04_2018 $zse 0
Apr_04_2018 $ftr 0
Apr_04_2018 $sbsaa 0
Apr_04_2018 $tv 0
Apr_04_2018 $cmcsa 0.7048007552792532
Apr_04_2018 $cmcsk 0
Apr_04_2018 $l 0
Apr_04_2018 $flcr -0.38005214132951215
Apr_04_2018 $22m 0
Apr_04_2018 $bx 3.039015223494445
Apr_04_2018 $tntr 0
Apr_04_2018 $hal 0
Apr_04_2018 $atus 0
Apr_04_2018 $168 0
Apr_04_2018 $nasdaq 0
Apr_04_2018 $dwti 0
Apr_04_2018 $uwti 0
Apr_04_2018 $uvxy 1.226753458474609
Apr_04_2018 $cbis 0
Apr_04_2018 $usrm 0
Apr_04_2018 $owcp 0
Apr_04_2018 $lqmt 0
Apr_04_2018 $mcig 0
Apr_04_2018 $mmex 0
Apr_04_2018 $dolv 0
Apr_04_2018 $ngtf 0
Apr_04_2018 $niobf 0
Apr_04_2018 $brgrf 0
Apr_04_2018 $oil 0
Apr_04_2018 $eurusd 0
Apr_04_2018 $cat 0
Apr_04_2018 $aeon 2.7019802362168743
Apr_04_2018 $siri 1.1784182801598617
Apr_04_2018 $pg 7.28694273693803
Apr_04_2018 $aker 0
Apr_04_2018 $ebio 0
Apr_04_2018 $nke 0
Apr_04_2018 $adbe 0
Apr_04_2018 $215 0
Apr_04_2018 $gpu 0
Apr_04_2018 $chtr 0
Apr_04_2018 $mni -0.18982455888001715
Apr_04_2018 $nwsa 0
Apr_04_2018 $rkuny 5.039015223494445
Apr_04_2018 $spq 5.662451872030237
Apr_04_2018 $omc 0
Apr_04_2018 $mdt 0
Apr_04_2018 $apc 3.662451872030237
Apr_04_2018 $58 0
Apr_04_2018 $appl 0
Apr_04_2018 $5 2.454052722773289
Apr_04_2018 $unh 7.74020472522132
Apr_04_2018 $db 2.039015223494445
Apr_04_2018 $bp 0
Apr_04_2018 $fdx 0
Apr_04_2018 $a 0
Apr_04_2018 $akam 0
Apr_04_2018 $dhi 0
Apr_04_2018 $bud 0
Apr_04_2018 $foxa 0
Apr_04_2018 $wtw 0
Apr_04_2018 $srpt 0
Apr_04_2018 $yndx 4.662451872030237
Apr_04_2018 $teva 0
Apr_04_2018 $csx 0
Apr_04_2018 $10 -0.18982455888001737
Apr_04_2018 $12 -0.1898245588800167
Apr_04_2018 $b 0
Apr_04_2018 $psm 0
Apr_04_2018 $btc 3.5909543937586035
Apr_04_2018 $wynn 0
Apr_04_2018 $mro 0
Apr_04_2018 $mur 0
Apr_04_2018 $sto 0
Apr_04_2018 $oxy 0
Apr_04_2018 $ads 0
Apr_04_2018 $alb 0
Apr_04_2018 $ar 0
Apr_04_2018 $cl 0
Apr_04_2018 $cvs 0
Apr_04_2018 $cxo 0
Apr_04_2018 $d 0
Apr_04_2018 $dish 0
Apr_04_2018 $gis 0
Apr_04_2018 $glw 0
Apr_04_2018 $ivv 0
Apr_04_2018 $jci 0
Apr_04_2018 $kmi 0
Apr_04_2018 $mrk 0
Apr_04_2018 $ntr 0
Apr_04_2018 $50 0
Apr_04_2018 $rxmd 0
Apr_04_2018 $vdrm 0
Apr_04_2018 $twl 0
Apr_04_2018 $es_f 4.74020472522132
Apr_04_2018 $faang 4.097118178058013
Apr_04_2018 $bax 0
Apr_04_2018 $txn 0
Apr_04_2018 $amat 2.9235380060745095
Apr_04_2018 $stmp 0
Apr_04_2018 $ottv 0
Apr_04_2018 $sfor 0
Apr_04_2018 $sls 0
Apr_04_2018 $orex 0
Apr_04_2018 $heb 0
Apr_04_2018 $yten 7.629173412832575
Apr_04_2018 $sorl 0
Apr_04_2018 $crk 0
Apr_04_2018 $amlf 0
Apr_04_2018 $fusz -2.673460196206825
Apr_04_2018 $cdix 0
Apr_04_2018 $sf 0
Apr_04_2018 $rut 0
Apr_04_2018 $mcd 0
Apr_04_2018 $174 0
Apr_04_2018 $ups 0
Apr_04_2018 $wtm 0
Apr_04_2018 $1000 0
Apr_04_2018 $cldr 3.811667884855851
Apr_04_2018 $eth 5.11150391374516
Apr_04_2018 $ltc 0
Apr_04_2018 $kmx 1.5320552347745622
Apr_04_2018 $len 2.994834761968435
Apr_04_2018 $ko 2.7019802362168743
Apr_04_2018 $epgl 4.097118178058014
Apr_04_2018 $inwith 4.097118178058014
Apr_04_2018 $wsrg 4.097118178058014
Apr_04_2018 $kors 0
Apr_04_2018 $fr 0
Apr_04_2018 $gbpusd 0
Apr_04_2018 $usdjpy 0
Apr_04_2018 $audusd 0
Apr_04_2018 $yhoo 0
Apr_04_2018 $lnkd 0
Apr_04_2018 $brd 0
Apr_04_2018 $wlt 0
Apr_04_2018 $teum 0
Apr_04_2018 $203 0
Apr_04_2018 $qure 0
Apr_04_2018 $blue 5.589645048645938
Apr_04_2018 $once 0
Apr_04_2018 $rgnx 0
Apr_04_2018 $nvs 0
Apr_04_2018 $billion 0
Apr_04_2018 $2 0
Apr_04_2018 $bnb 5.117017735495718
Apr_04_2018 $dva 5.117017735495718
Apr_04_2018 $pay 0
Apr_04_2018 $bpth 0
Apr_04_2018 $hban 0
Apr_04_2018 $vig 1.0971181780580135
Apr_04_2018 $twmjf 0
Apr_04_2018 $shop 0
Apr_04_2018 $adwpf 0
Apr_04_2018 $has 0
Apr_04_2018 $v 0
Apr_04_2018 $hon 0
Apr_04_2018 $fts 0
Apr_04_2018 $enb 0
Apr_04_2018 $mga 0
Apr_04_2018 $lsdaf 0
Apr_04_2018 $ua 0
Apr_04_2018 $gm 0
Apr_04_2018 $mat 0
Apr_04_2018 $khc 0
Apr_04_2018 $gld -0.33274642655115555
Apr_04_2018 $xauusd 0.10537468584072959
Apr_04_2018 $barc 0.03498535794933165
Apr_04_2018 $lyg 0.03498535794933165
Apr_04_2018 $coin 0
Apr_04_2018 $opec 0
Apr_04_2018 $usd 0
Apr_04_2018 $jpy 0
Apr_04_2018 $usoil 0
Apr_04_2018 $bhge -4.28694273693803
Apr_04_2018 $811 0
Apr_04_2018 $clka 0
Apr_04_2018 $al 0
Apr_04_2018 $atvi 0
Apr_04_2018 $fl 0
Apr_04_2018 $gild 2.7962833986678337
Apr_04_2018 $lb 0
Apr_04_2018 $rig 0
Apr_04_2018 $xrp 4.662451872030237
Apr_04_2018 $pf 4.097118178058013
Apr_04_2018 $dri 0
Apr_04_2018 $120 0
Apr_04_2018 $box 0
Apr_04_2018 $tqqq 0
Apr_04_2018 $woof 0
Apr_04_2018 $xlp 0
Apr_04_2018 $qld 0
Apr_04_2018 $hdv 0
Apr_04_2018 $cci 0
Apr_04_2018 $efx 0
Apr_04_2018 $cnp 0
Apr_04_2018 $iff 0
Apr_04_2018 $ry 5.623977724215601
Apr_04_2018 $o 2.2897632560004095
Apr_04_2018 $dlr 4.097118178058014
Apr_04_2018 $vtr 4.097118178058014
Apr_04_2018 $36 0
Apr_04_2018 $nfl 0
Apr_04_2018 $anf 3.6239777242156013
Apr_04_2018 $insy 0
Apr_04_2018 $375 0
Apr_04_2018 $7 0
Apr_04_2018 $viab 0
Apr_04_2018 $ati 0
Apr_04_2018 $aep 0
Apr_04_2018 $aks 0
Apr_04_2018 $abbv 0
Apr_04_2018 $cisn 0
Apr_04_2018 $egan 0
Apr_04_2018 $flxs 0
Apr_04_2018 $gddy 0
Apr_04_2018 $ma 0
Apr_04_2018 $nc 0
Apr_04_2018 $gdx 0
Apr_04_2018 $gc 0
Apr_04_2018 $stx 0
Apr_04_2018 $wdc 3.8550969499726326
Apr_04_2018 $crm 0
Apr_04_2018 $ndls 0
Apr_04_2018 $burst 0
Apr_04_2018 $bta 0
Apr_04_2018 $esp 0
Apr_04_2018 $gmcr 0
Apr_04_2018 $hlf 0
Apr_04_2018 $twx 0
Apr_04_2018 $195 -4.28694273693803
Apr_04_2018 $abt 0
Apr_04_2018 $afl 0
Apr_04_2018 $amp 0
Apr_04_2018 $antm 0
Apr_04_2018 $brk 0
Apr_04_2018 $cmi 0
Apr_04_2018 $deo 0
Apr_04_2018 $duk 0
Apr_04_2018 $fit 0
Apr_04_2018 $cctl 0
Apr_04_2018 $rcmh 0
Apr_04_2018 $nhtc 4.925486277864031
Apr_04_2018 $znga 3.662451872030237
Apr_04_2018 $unvc 0
Apr_04_2018 $vstr 0
Apr_04_2018 $hpnn 0
Apr_04_2018 $pxyn 0
Apr_04_2018 $gfox 0
Apr_04_2018 $ahix 0
Apr_04_2018 $adbn 0
Apr_04_2018 $gawk 0
Apr_04_2018 $tagg 0
Apr_04_2018 $itvi 0
Apr_04_2018 $ocrx 0
Apr_04_2018 $effi 0
Apr_04_2018 $nsav 0
Apr_04_2018 $ptah 0
Apr_04_2018 $0 0.9271931766157011
Apr_04_2018 $sqqq 2.7019802362168743
Apr_04_2018 $fe 0
Apr_04_2018 $tsn 0
Apr_04_2018 $celg 2.2897632560004095
Apr_04_2018 $tgt -1.479587814880427
Apr_04_2018 $ebay -1.9650146420506684
Apr_04_2018 $andi 0
Apr_04_2018 $ldsr 0
Apr_04_2018 $amfe 0
Apr_04_2018 $onci 0
