,Unnamed: 0,Date,Open,High,Low,Close,Adj Close,Volume
57,57,2003-01-31,1.013571,1.0392860000000002,1.003571,1.025714,0.909045,85306200
58,58,2003-02-03,1.029286,1.065,1.025,1.047143,0.928036,66196200
59,59,2003-02-04,1.032143,1.046429,1.022143,1.042857,0.924238,79353400
60,60,2003-02-05,1.050714,1.066429,1.0314290000000002,1.032143,0.914743,55403600
61,61,2003-02-06,1.025714,1.042143,1.015714,1.030714,0.913477,44787400
62,62,2003-02-07,1.0392860000000002,1.042857,1.005,1.010714,0.8957510000000001,67425400
63,63,2003-02-10,1.018571,1.040714,1.004286,1.025,0.908412,41972000
64,64,2003-02-11,1.035714,1.045,1.014286,1.025,0.908412,41195000
65,65,2003-02-12,1.019286,1.042857,1.019286,1.027857,0.910944,57171800
66,66,2003-02-13,1.029286,1.045714,1.017143,1.038571,0.92044,52123400
67,67,2003-02-14,1.0435709999999998,1.0514290000000002,1.025,1.047857,0.928669,60824400
68,68,2003-02-18,1.0535709999999998,1.092857,1.0514290000000002,1.090714,0.966652,72724400
69,69,2003-02-19,1.076429,1.082143,1.048571,1.060714,0.940064,60092200
70,70,2003-02-20,1.060714,1.068571,1.050714,1.055,0.935,56088200
71,71,2003-02-21,1.058571,1.0757139999999998,1.046429,1.0714290000000002,0.94956,39361000
72,72,2003-02-24,1.0614290000000002,1.0735709999999998,0.985714,1.052857,0.933101,45063200
73,73,2003-02-25,1.048571,1.077143,1.0414290000000002,1.072857,0.950826,47160400
74,74,2003-02-26,1.070714,1.072857,1.034286,1.035714,0.917908,54273800
75,75,2003-02-27,1.040714,1.0714290000000002,1.036429,1.0614290000000002,0.940697,38585400
76,76,2003-02-28,1.0614290000000002,1.077857,1.055,1.072143,0.950193,48774600
77,77,2003-03-03,1.072143,1.082857,1.0392860000000002,1.046429,0.927403,50940400
78,78,2003-03-04,1.052857,1.057857,1.0314290000000002,1.04,0.921706,31603600
79,79,2003-03-05,1.0435709999999998,1.057143,1.037143,1.044286,0.925504,31670800
80,80,2003-03-06,1.0414290000000002,1.042857,1.028571,1.04,0.921706,24964800
81,81,2003-03-07,1.033571,1.050714,1.022143,1.037857,0.919807,50246000
82,82,2003-03-10,1.036429,1.047857,1.021429,1.026429,0.909678,33643400
83,83,2003-03-11,1.025714,1.035,1.008571,1.016429,0.900816,40297600
84,84,2003-03-12,1.012143,1.027857,1.004286,1.015714,0.900183,55640200
85,85,2003-03-13,1.033571,1.057143,1.012143,1.0514290000000002,0.931835,83861400
86,86,2003-03-14,1.048571,1.072143,1.045714,1.055714,0.935633,38274600
87,87,2003-03-17,1.0635709999999998,1.076429,1.050714,1.072143,0.950193,99978200
88,88,2003-03-18,1.0714290000000002,1.077857,1.058571,1.0714290000000002,0.94956,57495200
89,89,2003-03-19,1.076429,1.082143,1.056429,1.067857,0.946394,35329000
90,90,2003-03-20,1.066429,1.070714,1.042857,1.065,0.943863,40794600
91,91,2003-03-21,1.077857,1.082143,1.058571,1.0714290000000002,0.94956,74487000
92,92,2003-03-24,1.047857,1.057143,1.025,1.026429,0.909678,40275200
93,93,2003-03-25,1.029286,1.059286,1.026429,1.0392860000000002,0.921073,41924400
94,94,2003-03-26,1.0392860000000002,1.04,1.021429,1.029286,0.91221,44585800
95,95,2003-03-27,1.022857,1.05,1.022857,1.035,0.917275,30598400
96,96,2003-03-28,1.028571,1.044286,1.026429,1.040714,0.922339,36325800
97,97,2003-03-31,1.023571,1.037857,1.002857,1.01,0.8951180000000001,64164800
98,98,2003-04-01,1.014286,1.022143,1.005,1.011429,0.8963840000000001,38585400
99,99,2003-04-02,1.025714,1.0492860000000002,1.019286,1.042857,0.924238,42842800
100,100,2003-04-03,1.04,1.05,1.025,1.032857,0.915376,36428000
101,101,2003-04-04,1.037143,1.047857,1.027857,1.029286,0.91221,36505000
102,102,2003-04-07,1.060714,1.067857,1.029286,1.035,0.917275,49215600
103,103,2003-04-08,1.036429,1.046429,1.025714,1.032143,0.914743,32233600
104,104,2003-04-09,1.037143,1.044286,1.01,1.013571,0.898284,36681400
105,105,2003-04-10,1.014286,1.027857,1.014286,1.026429,0.909678,26775000
106,106,2003-04-11,1.003571,1.0314290000000002,0.923571,0.942857,0.8356129999999999,348177200
107,107,2003-04-14,0.979286,0.982143,0.964286,0.97,0.859668,125739600
108,108,2003-04-15,0.970714,0.971429,0.95,0.956429,0.84764,75992000
109,109,2003-04-16,0.927857,0.976429,0.922857,0.945714,0.838145,254044000
110,110,2003-04-17,0.942857,0.946429,0.908571,0.937143,0.830548,154064400
111,111,2003-04-21,0.937857,0.942143,0.927143,0.938571,0.8318139999999999,38080000
112,112,2003-04-22,0.941429,0.972857,0.935,0.965,0.855237,75142200
113,113,2003-04-23,0.966429,0.973571,0.954286,0.97,0.859668,52420200
114,114,2003-04-24,0.965714,0.972143,0.928571,0.96,0.850806,81277000
115,115,2003-04-25,0.961429,0.97,0.945,0.953571,0.845108,51329600
116,116,2003-04-28,0.962857,0.997143,0.959286,0.99,0.877393,159199600
117,117,2003-04-29,0.998571,1.011429,0.97,1.004286,0.8900540000000001,114559200
118,118,2003-04-30,0.995,1.025,0.989286,1.015714,0.900183,114543800
119,119,2003-05-01,1.017857,1.027857,1.0,1.025714,0.909045,85689800
120,120,2003-05-02,1.032857,1.042143,1.024286,1.032143,0.914743,80295600
121,121,2003-05-05,1.055,1.205714,1.0535709999999998,1.149286,1.018561,388927000
122,122,2003-05-06,1.151429,1.278571,1.15,1.25,1.10782,378623000
123,123,2003-05-07,1.237857,1.302857,1.222143,1.260714,1.117315,263594800
124,124,2003-05-08,1.264286,1.290714,1.235,1.285714,1.139472,171934000
125,125,2003-05-09,1.309286,1.314286,1.277143,1.307143,1.158463,147096600
126,126,2003-05-12,1.296429,1.338571,1.295,1.3257139999999998,1.174922,104843200
127,127,2003-05-13,1.316429,1.355,1.282143,1.3335709999999998,1.181885,111699000
128,128,2003-05-14,1.345,1.345714,1.316429,1.325,1.174289,88872000
129,129,2003-05-15,1.328571,1.346429,1.319286,1.337857,1.185684,71248800
130,130,2003-05-16,1.327857,1.357857,1.305714,1.342857,1.190115,85407000
131,131,2003-05-19,1.3235709999999998,1.332143,1.29,1.292857,1.145802,111472200
132,132,2003-05-20,1.292857,1.297143,1.257143,1.270714,1.126178,104055000
133,133,2003-05-21,1.270714,1.292143,1.262143,1.275,1.129976,76252400
134,134,2003-05-22,1.277857,1.314286,1.267143,1.302857,1.154665,44615200
135,135,2003-05-23,1.300714,1.318571,1.282857,1.308571,1.159729,51679600
136,136,2003-05-27,1.282857,1.35,1.279286,1.348571,1.195179,72532600
137,137,2003-05-28,1.3214290000000002,1.332857,1.296429,1.305714,1.157197,84919800
138,138,2003-05-29,1.306429,1.3214290000000002,1.278571,1.292857,1.145802,83441400
139,139,2003-05-30,1.294286,1.298571,1.252143,1.282143,1.136306,95687200
140,140,2003-06-02,1.292857,1.306429,1.233571,1.246429,1.104655,104647200
141,141,2003-06-03,1.245714,1.262143,1.215714,1.236429,1.095792,90214600
142,142,2003-06-04,1.235714,1.270714,1.224286,1.257143,1.11415,67800600
143,143,2003-06-05,1.246429,1.267143,1.237857,1.26,1.116682,51374400
144,144,2003-06-06,1.267143,1.288571,1.224286,1.225,1.0856629999999998,60347000
145,145,2003-06-09,1.21,1.217143,1.187857,1.199286,1.062874,64988000
146,146,2003-06-10,1.2064290000000002,1.235,1.1964290000000002,1.227143,1.087562,44161600
147,147,2003-06-11,1.225,1.250714,1.2007139999999998,1.246429,1.104655,56278600
148,148,2003-06-12,1.253571,1.277143,1.246429,1.269286,1.124912,63147000
149,149,2003-06-13,1.267857,1.282143,1.223571,1.244286,1.1027559999999998,47811400
150,150,2003-06-16,1.257143,1.305,1.246429,1.305,1.156564,59631600
151,151,2003-06-17,1.315,1.3214290000000002,1.285,1.2992860000000002,1.151499,44366000
152,152,2003-06-18,1.317857,1.391429,1.307857,1.365714,1.210372,113745800
153,153,2003-06-19,1.382857,1.400714,1.340714,1.367143,1.211638,95382000
154,154,2003-06-20,1.382143,1.398571,1.35,1.371429,1.215437,89136600
155,155,2003-06-23,1.378571,1.4064290000000002,1.339286,1.361429,1.206574,76840400
156,156,2003-06-24,1.390714,1.405,1.337143,1.341429,1.188849,128595600
157,157,2003-06-25,1.347143,1.385714,1.336429,1.363571,1.208473,82453000
158,158,2003-06-26,1.3357139999999998,1.38,1.3357139999999998,1.377857,1.221134,40426400
159,159,2003-06-27,1.378571,1.379286,1.32,1.337857,1.185684,91448000
160,160,2003-06-30,1.334286,1.372143,1.327857,1.361429,1.206574,55538000
161,161,2003-07-01,1.347857,1.37,1.322143,1.363571,1.208473,45248000
162,162,2003-07-02,1.359286,1.385714,1.358571,1.376429,1.219868,81324600
163,163,2003-07-03,1.357143,1.396429,1.355714,1.366429,1.211005,34442800
164,164,2003-07-07,1.376429,1.441429,1.366429,1.419286,1.25785,71568000
165,165,2003-07-08,1.394286,1.464286,1.392143,1.457143,1.291401,64184400
166,166,2003-07-09,1.443571,1.4607139999999998,1.420714,1.420714,1.259116,53411400
167,167,2003-07-10,1.42,1.4242860000000002,1.383571,1.398571,1.239492,42733600
168,168,2003-07-11,1.404286,1.4285709999999998,1.395,1.417857,1.256584,34214600
169,169,2003-07-14,1.429286,1.457143,1.419286,1.421429,1.259749,47101600
170,170,2003-07-15,1.43,1.445714,1.387857,1.400714,1.241391,51661400
171,171,2003-07-16,1.4264290000000002,1.4285709999999998,1.384286,1.419286,1.25785,62732600
172,172,2003-07-17,1.442143,1.496429,1.437857,1.492857,1.323053,187803000
173,173,2003-07-18,1.492857,1.512857,1.457143,1.49,1.3205209999999998,74709600
174,174,2003-07-21,1.477857,1.485714,1.45,1.472143,1.3046950000000002,45952200
175,175,2003-07-22,1.490714,1.497143,1.464286,1.485714,1.316723,49606200
176,176,2003-07-23,1.496429,1.497143,1.461429,1.485,1.31609,35758800
177,177,2003-07-24,1.502857,1.535714,1.455714,1.465,1.298365,57309000
178,178,2003-07-25,1.457857,1.540714,1.457143,1.538571,1.363568,54171600
179,179,2003-07-28,1.535714,1.535714,1.49,1.499286,1.328751,42589400
180,180,2003-07-29,1.499286,1.505714,1.465714,1.48,1.311658,49280000
181,181,2003-07-30,1.483571,1.492857,1.440714,1.4485709999999998,1.283805,43398600
182,182,2003-07-31,1.481429,1.525,1.469286,1.505714,1.334448,75366200
183,183,2003-08-01,1.5,1.519286,1.474286,1.480714,1.312292,37401000
184,184,2003-08-04,1.466429,1.535714,1.4485709999999998,1.515,1.342678,57528800
185,185,2003-08-05,1.525,1.528571,1.435714,1.455714,1.290135,62360200
186,186,2003-08-06,1.432857,1.440714,1.392857,1.402143,1.242657,61366200
187,187,2003-08-07,1.409286,1.435,1.387143,1.423571,1.261649,43594600
188,188,2003-08-08,1.4364290000000002,1.437857,1.4,1.402857,1.24329,34414800
189,189,2003-08-11,1.415714,1.423571,1.393571,1.404286,1.244556,34307000
190,190,2003-08-12,1.411429,1.4142860000000002,1.39,1.407143,1.247088,41109600
191,191,2003-08-13,1.4185709999999998,1.452857,1.398571,1.441429,1.277474,71024800
192,192,2003-08-14,1.443571,1.452143,1.4242860000000002,1.4264290000000002,1.264181,48195000
193,193,2003-08-15,1.43,1.433571,1.404286,1.407857,1.247721,31466400
194,194,2003-08-18,1.4185709999999998,1.457857,1.408571,1.452857,1.287603,48193600
195,195,2003-08-19,1.455,1.4607139999999998,1.4285709999999998,1.451429,1.286337,33422200
196,196,2003-08-20,1.441429,1.519286,1.4385709999999998,1.500714,1.330017,68303200
197,197,2003-08-21,1.502143,1.550714,1.496429,1.548571,1.3724299999999998,63831600
198,198,2003-08-22,1.557857,1.5714290000000002,1.474286,1.491429,1.321787,62566000
199,199,2003-08-25,1.484286,1.493571,1.463571,1.49,1.3205209999999998,34445600
200,200,2003-08-26,1.482143,1.505,1.453571,1.503571,1.332549,41239800
201,201,2003-08-27,1.493571,1.534286,1.475714,1.534286,1.359769,56425600
202,202,2003-08-28,1.523571,1.587143,1.523571,1.585,1.404715,79906400
203,203,2003-08-29,1.5857139999999998,1.632143,1.575,1.615,1.431303,65788800
204,204,2003-09-02,1.618571,1.635714,1.6,1.632143,1.446496,60533200
205,205,2003-09-03,1.628571,1.665714,1.625714,1.639286,1.452826,67207000
206,206,2003-09-04,1.654286,1.660714,1.626429,1.630714,1.44523,49945000
207,207,2003-09-05,1.623571,1.653571,1.600714,1.607143,1.424339,60033400
208,208,2003-09-08,1.605714,1.627857,1.605,1.624286,1.439533,41811000
209,209,2003-09-09,1.609286,1.619286,1.58,1.597857,1.41611,45092600
210,210,2003-09-10,1.589286,1.615,1.579286,1.584286,1.404082,56222600
211,211,2003-09-11,1.589286,1.627857,1.578571,1.611429,1.428138,53421200
212,212,2003-09-12,1.607857,1.652857,1.5935709999999998,1.65,1.462322,44997400
213,213,2003-09-15,1.629286,1.635714,1.58,1.586429,1.405981,56711200
214,214,2003-09-16,1.586429,1.620714,1.5857139999999998,1.597143,1.415477,67251800
215,215,2003-09-17,1.597857,1.598571,1.560714,1.58,1.400284,72349200
216,216,2003-09-18,1.578571,1.642143,1.567857,1.634286,1.448395,63226800
217,217,2003-09-19,1.634286,1.646429,1.602143,1.612857,1.429404,51489200
218,218,2003-09-22,1.584286,1.607143,1.565714,1.577143,1.397752,44955400
219,219,2003-09-23,1.572857,1.604286,1.562857,1.602143,1.419908,33112800
220,220,2003-09-24,1.586429,1.5935709999999998,1.505714,1.522857,1.349641,75321400
221,221,2003-09-25,1.524286,1.526429,1.4464290000000002,1.459286,1.293301,143595200
222,222,2003-09-26,1.45,1.55,1.439286,1.477857,1.309759,86812600
223,223,2003-09-29,1.535,1.547857,1.475,1.521429,1.348375,91425600
224,224,2003-09-30,1.506429,1.515714,1.46,1.48,1.311658,71356600
225,225,2003-10-01,1.479286,1.507143,1.442143,1.485,1.31609,59028200
226,226,2003-10-02,1.485714,1.485714,1.4485709999999998,1.469286,1.302163,51014600
227,227,2003-10-03,1.499286,1.5614290000000002,1.491429,1.5492860000000002,1.373063,74900000
228,228,2003-10-06,1.547857,1.595,1.5414290000000002,1.592143,1.411046,67082400
229,229,2003-10-07,1.575,1.672143,1.565,1.658571,1.469919,104543600
230,230,2003-10-08,1.660714,1.681429,1.623571,1.647143,1.45979,107167200
231,231,2003-10-09,1.6642860000000002,1.690714,1.627857,1.675,1.484478,86937200
232,232,2003-10-10,1.6785709999999998,1.7007139999999998,1.669286,1.691429,1.499038,43709400
233,233,2003-10-13,1.695,1.743571,1.694286,1.739286,1.541452,69966400
234,234,2003-10-14,1.737143,1.767143,1.727857,1.753571,1.554113,68854800
235,235,2003-10-15,1.775,1.786429,1.755714,1.772857,1.571205,152525800
236,236,2003-10-16,1.7,1.702857,1.600714,1.660714,1.471818,243920600
237,237,2003-10-17,1.67,1.677857,1.602143,1.625,1.440166,89952800
238,238,2003-10-20,1.614286,1.667143,1.598571,1.658571,1.469919,69783000
239,239,2003-10-21,1.665,1.671429,1.625,1.655714,1.467386,44115400
240,240,2003-10-22,1.638571,1.657143,1.62,1.625714,1.440799,40399800
241,241,2003-10-23,1.623571,1.653571,1.613571,1.642143,1.455359,41302800
242,242,2003-10-24,1.611429,1.632143,1.587857,1.614286,1.43067,54964000
243,243,2003-10-27,1.625,1.635,1.606429,1.614286,1.43067,40503400
244,244,2003-10-28,1.611429,1.697857,1.6,1.694286,1.50157,62928600
245,245,2003-10-29,1.679286,1.707143,1.667143,1.692143,1.499671,66770200
246,246,2003-10-30,1.713571,1.714286,1.633571,1.649286,1.461689,65139200
247,247,2003-10-31,1.6642860000000002,1.667857,1.627143,1.635,1.449028,54538400
248,248,2003-11-03,1.630714,1.6642860000000002,1.627143,1.653571,1.465487,75710600
249,249,2003-11-04,1.647857,1.65,1.613571,1.636429,1.450294,62308400
250,250,2003-11-05,1.63,1.652143,1.605,1.645,1.457891,80617600
251,251,2003-11-06,1.636429,1.653571,1.617857,1.651429,1.463588,99268400
252,252,2003-11-07,1.6564290000000002,1.66,1.603571,1.607143,1.424339,52536400
253,253,2003-11-10,1.603571,1.617857,1.56,1.564286,1.386357,58569000
254,254,2003-11-11,1.564286,1.572857,1.534286,1.538571,1.363568,53768400
255,255,2003-11-12,1.534286,1.622857,1.534286,1.595,1.413578,75000800
256,256,2003-11-13,1.576429,1.611429,1.565714,1.601429,1.419275,53193000
257,257,2003-11-14,1.605714,1.615,1.52,1.532857,1.3585040000000002,59262000
258,258,2003-11-17,1.525,1.526429,1.496429,1.509286,1.337613,57064000
259,259,2003-11-18,1.515,1.524286,1.453571,1.457857,1.292034,66798200
260,260,2003-11-19,1.4685709999999998,1.475,1.447143,1.4585709999999998,1.292667,86146200
261,261,2003-11-20,1.435714,1.505714,1.435714,1.455714,1.290135,59897600
262,262,2003-11-21,1.452857,1.47,1.417857,1.4485709999999998,1.283805,60459000
263,263,2003-11-24,1.464286,1.519286,1.4607139999999998,1.510714,1.3388799999999998,95456200
264,264,2003-11-25,1.516429,1.517857,1.472143,1.477143,1.309126,67163600
265,265,2003-11-26,1.492143,1.510714,1.4464290000000002,1.48,1.311658,61282200
266,266,2003-11-28,1.484286,1.505,1.465714,1.493571,1.323686,19024600
267,267,2003-12-01,1.502857,1.560714,1.5,1.550714,1.374329,90384000
268,268,2003-12-02,1.542857,1.564286,1.529286,1.538571,1.363568,51324000
269,269,2003-12-03,1.538571,1.56,1.497143,1.502143,1.331283,47824000
270,270,2003-12-04,1.495714,1.512143,1.483571,1.510714,1.3388799999999998,44485000
271,271,2003-12-05,1.492857,1.510714,1.480714,1.489286,1.319888,46544400
272,272,2003-12-08,1.484286,1.505714,1.457857,1.503571,1.332549,37059400
273,273,2003-12-09,1.512143,1.517857,1.457143,1.4607139999999998,1.294567,33786200
274,274,2003-12-10,1.4607139999999998,1.472143,1.425714,1.455714,1.290135,67834200
275,275,2003-12-11,1.4464290000000002,1.524286,1.443571,1.515,1.342678,45784200
276,276,2003-12-12,1.522857,1.522857,1.478571,1.492143,1.3224200000000002,48168400
277,277,2003-12-15,1.535,1.535,1.433571,1.440714,1.276841,97227200
278,278,2003-12-16,1.442143,1.463571,1.429286,1.437143,1.273676,93489200
279,279,2003-12-17,1.434286,1.437857,1.413571,1.42,1.258483,68565000
280,280,2003-12-18,1.421429,1.441429,1.421429,1.431429,1.268612,82728800
281,281,2003-12-19,1.442143,1.4585709999999998,1.401429,1.407143,1.247088,113390200
282,282,2003-12-22,1.403571,1.420714,1.375,1.417857,1.256584,94266200
283,283,2003-12-23,1.422857,1.425,1.4,1.415,1.254052,77124600
284,284,2003-12-24,1.408571,1.470714,1.403571,1.457857,1.292034,44368800
285,285,2003-12-26,1.453571,1.493571,1.452857,1.484286,1.315457,25923800
286,286,2003-12-29,1.493571,1.511429,1.49,1.510714,1.3388799999999998,58364600
287,287,2003-12-30,1.512857,1.535714,1.510714,1.52,1.347109,51213400
288,288,2003-12-31,1.525,1.537857,1.512857,1.526429,1.352806,43612800
289,289,2004-01-02,1.5392860000000002,1.5535709999999998,1.512857,1.52,1.347109,36160600
290,290,2004-01-05,1.53,1.599286,1.53,1.5835709999999998,1.403449,98754600
291,291,2004-01-06,1.589286,1.601429,1.550714,1.577857,1.398385,127337000
292,292,2004-01-07,1.578571,1.630714,1.566429,1.613571,1.430037,146718600
293,293,2004-01-08,1.631429,1.695,1.617857,1.6685709999999998,1.478781,115075800
294,294,2004-01-09,1.659286,1.723571,1.627857,1.642857,1.455992,106864800
295,295,2004-01-12,1.660714,1.714286,1.65,1.695,1.502204,121886800
296,296,2004-01-13,1.764286,1.774286,1.704286,1.722857,1.526892,169754200
297,297,2004-01-14,1.742857,1.752857,1.6985709999999998,1.728571,1.531957,155010800
298,298,2004-01-15,1.636429,1.671429,1.607143,1.632143,1.446496,254552200
299,299,2004-01-16,1.635,1.645714,1.615,1.622857,1.438266,93205000
300,300,2004-01-20,1.619286,1.628571,1.589286,1.623571,1.4389,78986600
301,301,2004-01-21,1.621429,1.640714,1.602143,1.615,1.431303,56665000
302,302,2004-01-22,1.611429,1.630714,1.584286,1.584286,1.404082,51251200
303,303,2004-01-23,1.601429,1.624286,1.589286,1.611429,1.428138,56792400
304,304,2004-01-26,1.604286,1.647143,1.602143,1.643571,1.456625,67817400
305,305,2004-01-27,1.645714,1.660714,1.628571,1.647857,1.460423,76767600
306,306,2004-01-28,1.631429,1.67,1.600714,1.608571,1.425606,68850600
307,307,2004-01-29,1.616429,1.628571,1.585,1.62,1.435734,53174800
308,308,2004-01-30,1.617857,1.633571,1.601429,1.611429,1.428138,46324600
309,309,2004-02-02,1.604286,1.629286,1.577143,1.594286,1.412945,71857800
310,310,2004-02-03,1.592857,1.6,1.5714290000000002,1.59,1.409147,45203200
311,311,2004-02-04,1.5714290000000002,1.577857,1.55,1.556429,1.379394,76388200
312,312,2004-02-05,1.558571,1.636429,1.557857,1.601429,1.419275,88211200
313,313,2004-02-06,1.603571,1.635,1.6,1.622143,1.437633,48335000
314,314,2004-02-09,1.615714,1.632857,1.607143,1.619286,1.435101,47065200
315,315,2004-02-10,1.615714,1.651429,1.602857,1.641429,1.454725,63835800
316,316,2004-02-11,1.649286,1.705,1.646429,1.7,1.506635,87136000
317,317,2004-02-12,1.6864290000000002,1.713571,1.685714,1.695,1.502204,45997000
318,318,2004-02-13,1.703571,1.721429,1.630714,1.642857,1.455992,78995000
319,319,2004-02-17,1.65,1.677857,1.65,1.654286,1.46612,42739200
320,320,2004-02-18,1.655714,1.6742860000000002,1.646429,1.661429,1.472451,35408800
321,321,2004-02-19,1.6664290000000002,1.6885709999999998,1.600714,1.605,1.422441,80770200
322,322,2004-02-20,1.607143,1.607857,1.586429,1.6,1.418009,69400800
323,323,2004-02-23,1.595714,1.604286,1.5635709999999998,1.585,1.404715,48519800
324,324,2004-02-24,1.5814290000000002,1.624286,1.5714290000000002,1.597143,1.415477,64764000
325,325,2004-02-25,1.591429,1.635714,1.586429,1.629286,1.443964,69069000
326,326,2004-02-26,1.634286,1.655714,1.628571,1.645714,1.458524,49602000
327,327,2004-02-27,1.64,1.715714,1.639286,1.7085709999999998,1.514231,117209400
328,328,2004-03-01,1.721429,1.735714,1.705,1.715714,1.520562,80420200
329,329,2004-03-02,1.714286,1.721429,1.697857,1.7007139999999998,1.507267,64171800
330,330,2004-03-03,1.685714,1.727857,1.685714,1.7085709999999998,1.514231,56282800
331,331,2004-03-04,1.709286,1.8014290000000002,1.707857,1.797143,1.592728,165055800
332,332,2004-03-05,1.782143,1.963571,1.778571,1.91,1.692748,385149800
333,333,2004-03-08,1.901429,1.913571,1.842857,1.857143,1.645903,130718000
334,334,2004-03-09,1.85,1.945,1.839286,1.935714,1.715538,154590800
335,335,2004-03-10,1.931429,2.01,1.924286,1.977143,1.752254,251741000
336,336,2004-03-11,1.947857,2.002857,1.935,1.939286,1.718703,148962800
337,337,2004-03-12,1.951429,1.984286,1.940714,1.968571,1.7446580000000005,82306000
